Number	Text	Original text in English (This column is ignored during the import)
1048001	Você desbloqueá-lo.	You unlock it.
1048002	Há uma cidade banco norte daqui.	There is a city Bank North of here.
1048003	Há uma cidade Banco do Nordeste daqui.	There is a city Bank North-East of here.
1048004	Há uma cidade Banco do leste daqui.	There is a city Bank East of here.
1048005	Há uma cidade Banco Sudeste daqui.	There is a city Bank South-East of here.
1048006	Há uma cidade South Bank daqui.	There is a city Bank South of here.
1048007	Há uma cidade Banco Sudoeste daqui.	There is a city Bank South-West of here.
1048008	Há uma cidade da Cisjordânia daqui.	There is a city Bank West of here.
1048009	Há uma cidade Banco Noroeste daqui.	There is a city Bank North-West of here.
1048010	Há um Moongate Norte daqui.	There is a Moongate North of here.
1048011	Há um Moongate Nordeste daqui.	There is a Moongate North-East of here.
1048012	Há um Moongate leste daqui.	There is a Moongate East of here.
1048013	Há um Moongate Sudeste daqui.	There is a Moongate South-East of here.
1048014	Há um Moongate Sul daqui.	There is a Moongate South of here.
1048015	Há um Moongate Sudoeste daqui.	There is a Moongate South-West of here.
1048016	Há um Moongate oeste daqui.	There is a Moongate West of here.
1048017	Há um Moongate North-West daqui.	There is a Moongate North-West of here.
1048018	Você está ao lado de um Moongate no momento.	You are next to a Moongate at the moment.
1048019	Você está ao lado de um banco no momento.	You are next to a Bank at the moment.
1048020	O sextante não consegue encontrar um banco nas proximidades.	The sextant fails to find a Bank nearby.
1048021	O sextante não conseguir encontrar uma Moongate nas proximidades.	The sextant fails to find a Moongate nearby.
1048022	uma poção da força	a strength potion
1048023	uma poção de agilidade	an agility potion
1048024	uma poção noite vista	a night sight potion
1048025	uma poção de cura menor	a lesser healing potion
1048026	uma poção explosão menor	a lesser explosion potion
1048027	uma poção venenosa menor	a lesser poison potion
1048028	uma cura poção menor	a lesser cure potion
1048029	uma poção refresh	a refresh potion
1048030	um mapa do tesouro	a Treasure Map
1048031	uma pá	a Shovel
1048032	uma mochila	 a bag
1048033	um cheque	a check
1048034	Moonglow Banco	Moonglow Bank
1048035	um Wisp	a Wisp
1048036	Scroll Feitiço	Spell Scroll
1048037	Um livro de feitiços	A spellbook
1048038	curar Ícone	Heal Icon
1048039	Ícone Cure	Cure Icon
1048040	Ícone Fireball	Fireball Icon
1048041	uma Runa	a Rune
1048042	Lembre-se Ícone	Recall Icon
1048043	Mark Ícone	Mark Icon
1048044	Loja Aegis '	Aegis' Shop
1048045	desbloquear Ícone	Unlock Icon
1048046	desbloquear Scroll	Unlock Scroll
1048047	um Moongate	a Moongate
1048048	Curar	Heal
1048049	Eu não me sinto confortável enviando-lhe para esta batalha com a quantidade de reagentes que você tem atualmente em sua pessoa.	I don't feel comfortable sending you into this battle with the amount of reagents you currently have on your person.
1048050	Por favor, vá e reunir pelo menos 35 de cada reagente antes de retornar.	Please go and gather at least 35 of each reagent before returning.
1048051	Lembre-se que existem 8 reagentes diferentes: Aranha de seda, Bloodmoss, Mandrake, ginseng, Nightshade, alho, Black Pearl e Sulfurous Ash.	Remember that there are 8 different reagents: Spider's Silk, Bloodmoss, Mandrake, Ginseng, Nightshade, Garlic, Black Pearl and Sulfurous Ash.
1048052	Clique duas vezes os feitos pedidos de cinza para abri-los. Uma vez aberto, as listas escriturais, as quais itens e que quantidade as necessidades armourer. Depois de forjar um item, combinar o item com a escritura, escolhendo 'Combine Item' e direcionamento do item.	Double click the grey order deeds to open them.  Once open, the deed lists which items and what quantity the armourer needs.  Once you forge an item, combine the item with the deed by choosing ‘Combine Item’ and targeting the item.
1048053	Você não pode estável que!	You can't stable that!
1048054	Uzeraan explica o banco está no lado norte da cidade. Leve o seu cheque bancário com um banqueiro e solte-o banqueiro para descontá-lo dentro.	Uzeraan explains the bank is on the north side of town.  Take your bank check to a banker and drop it on the banker to cash it in.
1048055	Uzeraan diz: Parabéns! Eu tenho palavra através de meios mágicos que tinham terminado sua tarefa. Os armeiros foram extremamente satisfeito por ter recebido suas ordens cumpridas.	Uzeraan says: Congratulations!  I got word through magical means that you had completed your task.  The armourers were extremely happy to have received their orders fulfilled.
1048056	Através da minha mágica, eu era capaz de aumentar a sua habilidade Ferreiro alguns pontos. Agora, eu gostaria de deixar você levar algum tempo para colocar seus produtos no banco. O banco é bem próximo à mansão para o sudeste.	Through my magic, I was able to raise your blacksmithy skill a couple points.  Now, I would like to let you take some time to put your goods in the bank. The bank is right next to the mansion to the southeast.
1048057	Ao se aproximar do banco, os nomes dos banqueiros e seus títulos de 'banqueiro' ou 'minter' aparecerá. Isto significa que você ter localizado o prédio onde você pode acessar sua conta bancária.	As you approach the bank, the names of bankers and their titles of 'banker' or 'minter' will appear.  This means you have located the building where you can access your bank account.
1048058	Como abrir sua conta bancária, dizendo a palavra "banco" e depositar itens. Uma vez terminado, visite Uzeraan e ele vai lhe dar um cavalo de carga.	How to open your bank account by saying the word 'bank' and depositing items.  Once finished, visit Uzeraan and he will give you a pack horse.
1048059	Ah! Obrigado aventureiro nobre! Eu aceitei o cheque e descontou isso por você. O dinheiro pode ser encontrado em sua caixa de banco.	Ah! Thank you noble adventurer!  I have accepted your check and cashed it for you.  The cash can be found in your bank box.
1048060	Claro que você também pode abrir sua caixa de banco usando o menu de contexto de um Minter ou Banker.	Of course you can also open your bank box by using a Minter's or Banker's context menu.
1048061	caixas de banco no Britannia é especial na medida em que os bens que você colocar em uma caixa de banco em qualquer lugar pode ser acessado a partir de sua caixa de banco em qualquer outro lugar na terra.	Bank boxes in Britannia are special in that the goods you place into a bank box anywhere can be accessed from your bank box anywhere else in the land.
1048062	O lugar mais seguro para qualquer um dos seus bens é a sua caixa de banco. Ninguém pode acessar sua caixa de banco, exceto para você.	The safest place for any of your goods is your bank box.  No one can access your bank box except for you.
1048063	Depois de ter terminado depositar itens no seu banco, visite Uzeraan para um cavalo de carga.	After you have finished depositing items in your bank, visit Uzeraan for a pack horse.
1048064	Uzeraan explica como usar um cavalo pack. Leve o seu cavalo de bloco às montanhas ao sul do castelo de Uzeraan.	Uzeraan explains how to use a pack horse.  Take your pack horse to mountains south of Uzeraan's castle.
1048065	cavalos de carga são usados ​​para transportar grandes quantidades de itens que você normalmente não poderiam caber na sua mochila. Mineiros usá-los para o transporte de grandes quantidades de minério, lingotes, e algumas ferramentas.	Pack horses are used to carry large quantities of items that you normally could not fit in your backpack.  Miners use them for carrying large quantities of ore, ingots, and some tools.
1048066	cavalos de carga são leais aos seus mestres, a menos que eles não são alimentados. Maçãs ou peras são alimentos que os cavalos de carga apreciam e irá mantê-los fiéis.	Pack horses are loyal to their masters unless they are not fed.  Apples or pears are foods that the pack horses appreciate and will keep them loyal.
1048067	Depois de ter renomeado seu cavalo pack, você pode ter seu animal de estimação obedecer a comandos. Os comandos mais comuns são 'siga-me' e 'estadia'. No entanto, o animal deve estar na faixa de ouvi-lo.	Once you have renamed your pack horse, you can have your pet obey commands.  The most common commands are 'follow me' and 'stay'.  However, your pet must be in range to hear you.
1048068	Todos os animais de estimação que você possui pode ser renomeado. Clique e segure o botão esquerdo do mouse sobre o cavalo de bloco e arraste sua barra de saúde.	All pets you own can be renamed.  Click and hold the left mouse button on the pack horse and drag its health bar.
1048069	Tente andar longe do seu cavalo de carga e dizer-lhe para segui-lo clicando com o botão esquerdo no cavalo de bloco e selecione o comando 'follow'.	Try walking away from your pack horse and tell it to follow you by left-clicking on the pack horse and select the command 'follow'.
1048070	Para obter o seu animal de estimação para ficar, você diria a ele para ficar clicando com o botão esquerdo no cavalo de bloco e selecione o comando 'estadia' na lista de comando.	To get your pet to stay, you would tell it to stay by left-clicking on the pack horse and select the command 'stay' from the command list.
1048071	Mina 40 pilhas de minério das montanhas e usar o seu cavalo de carga para transportar as pilhas de minério. Visite Uzeraan em sua mansão depois de ter os 40 pilhas de minério.	Mine 40 piles of ore from the mountains and use your pack horse to haul the piles of ore.  Visit Uzeraan at his mansion once you have the 40 piles of ore.
1048072	Agora que você sabe como lidar com o seu cavalo de carga, use o seu novo cavalo de carga para transportar 40 grandes pilhas de minério das montanhas. Você vai precisar de mexer mais um par de pás para ser capaz de extração do minério.	Now that you know how to handle your pack horse, use your new pack horse to haul 40 large piles of ore from the mountains.  You will need to tinker a couple more shovels to be able to mine the ore.
1048073	Você pode clicar duas vezes em seu cavalo de bloco para abrir sua mochila. Enquanto aberto, você pode carregar o seu cavalo de bloco, largando itens na sua mochila.	You can double-click on your pack horse to open its backpack.  While open, you can load your pack horse by dropping items into its backpack.
1048074	Uzeraan convida-o a praticar a 70 habilidade na Ferreiro. Você não tem que treinar imediatamente. Quando você tiver alcançado 70 habilidade, visite Uzeraan.	Uzeraan encourages you to practice to 70 skill in blacksmithy.  You do not have to train immediately.  When you have reached 70 skill, visit Uzeraan.
1048075	Uzeraan diz: Parabéns! Você domina os conceitos básicos de mineração e Ferreiro. Estou dando-lhe 500 de ouro para o seu minério. Você pode manter o seu cavalo de carga.	Uzeraan says: Congratulations!  You have mastered the basics of mining and blacksmithy.  I am giving you 500 gold for your ore.  You may keep your pack horse.
1048076	Agora que você tem feito tanto, você deve treinar sua habilidade de Ferreiro assim você pode executar uma tarefa mais difícil. Pode levar algum tempo para treinar a 70 habilidade. Eu tenho uma tarefa para lhe pedir quando tiver terminado o treinamento.	Now that you have accomplished so much, you should train your blacksmithy skill so you may perform a more difficult task.  It may take some time to train to 70 skill.  I have a task to ask of you when you have finished training.
